THUMB_CMC_X,THUMB_CMC_Y,THUMB_CMC_Z,THUMB_MCP_X,THUMB_MCP_Y,THUMB_MCP_Z,THUMB_IP_X,THUMB_IP_Y,THUMB_IP_Z,THUMB_TIP_X,THUMB_TIP_Y,THUMB_TIP_Z,INDEX_FINGER_MCP_X,INDEX_FINGER_MCP_Y,INDEX_FINGER_MCP_Z,INDEX_FINGER_PIP_X,INDEX_FINGER_PIP_Y,INDEX_FINGER_PIP_Z,INDEX_FINGER_DIP_X,INDEX_FINGER_DIP_Y,INDEX_FINGER_DIP_Z,INDEX_FINGER_TIP_X,INDEX_FINGER_TIP_Y,INDEX_FINGER_TIP_Z,MIDDLE_FINGER_MCP_X,MIDDLE_FINGER_MCP_Y,MIDDLE_FINGER_MCP_Z,MIDDLE_FINGER_PIP_X,MIDDLE_FINGER_PIP_Y,MIDDLE_FINGER_PIP_Z,MIDDLE_FINGER_DIP_X,MIDDLE_FINGER_DIP_Y,MIDDLE_FINGER_DIP_Z,MIDDLE_FINGER_TIP_X,MIDDLE_FINGER_TIP_Y,MIDDLE_FINGER_TIP_Z,RING_FINGER_MCP_X,RING_FINGER_MCP_Y,RING_FINGER_MCP_Z,RING_FINGER_PIP_X,RING_FINGER_PIP_Y,RING_FINGER_PIP_Z,RING_FINGER_DIP_X,RING_FINGER_DIP_Y,RING_FINGER_DIP_Z,RING_FINGER_TIP_X,RING_FINGER_TIP_Y,RING_FINGER_TIP_Z,PINKY_MCP_X,PINKY_MCP_Y,PINKY_MCP_Z,PINKY_PIP_X,PINKY_PIP_Y,PINKY_PIP_Z,PINKY_DIP_X,PINKY_DIP_Y,PINKY_DIP_Z,PINKY_TIP_X,PINKY_TIP_Y,PINKY_TIP_Z,CLASS
0.776603162,0.716819584,-0.024632879,0.722449183,0.71327436,-0.037321877,0.675939023,0.709236503,-0.048551675,0.64194721,0.695032358,-0.060361762,0.694928527,0.812657177,-0.027004024,0.649822533,0.846814871,-0.044521954,0.621487617,0.870500803,-0.058575794,0.596137941,0.893463969,-0.069522478,0.713782191,0.853714466,-0.028398836,0.672547817,0.908959627,-0.043727927,0.6463781,0.944149554,-0.05620813,0.62422502,0.976368964,-0.065805331,0.741801798,0.877400219,-0.032608744,0.712978363,0.936381102,-0.04913725,0.693797052,0.978227794,-0.062275939,0.675702095,1.015001655,-0.071594186,0.776802361,0.887298286,-0.039191574,0.769904494,0.944538832,-0.056515936,0.765128911,0.98459959,-0.066017546,0.757648468,1.022869468,-0.07208959,0
0.769585013,0.713452578,-0.025532756,0.714990795,0.708367169,-0.038216293,0.669858992,0.702571332,-0.049136635,0.636356473,0.68622309,-0.060538914,0.687754929,0.808229983,-0.027846899,0.642524481,0.84139961,-0.04480264,0.613317728,0.863751352,-0.058428049,0.58746922,0.885257065,-0.069131047,0.706125259,0.84863776,-0.028877456,0.664058089,0.903050542,-0.044053651,0.637513161,0.937116146,-0.056266282,0.615324378,0.96817714,-0.065559551,0.733851969,0.872137606,-0.032777749,0.702630699,0.930960298,-0.049819376,0.68235606,0.97248733,-0.063336506,0.663286686,1.00960207,-0.072721541,0.768763602,0.882433295,-0.039029833,0.760014236,0.94134748,-0.057296887,0.755400538,0.981611073,-0.067229524,0.748200774,1.020518541,-0.073440656,0
0.757404923,0.709215522,-0.024606768,0.704021096,0.700295329,-0.037301011,0.659781814,0.69355011,-0.048441883,0.627138734,0.678328395,-0.060042657,0.674015701,0.79864043,-0.0280752,0.626619816,0.830767274,-0.044667233,0.597477019,0.852009416,-0.05746993,0.572213292,0.872615755,-0.067390993,0.692384303,0.839102566,-0.029261567,0.6486727,0.892170966,-0.044039618,0.621142864,0.92497921,-0.055856027,0.599214971,0.954341412,-0.064814486,0.71971947,0.863496661,-0.033136345,0.688614845,0.923002362,-0.049334969,0.667458355,0.965267658,-0.062844008,0.647959292,1.001691222,-0.07233768,0.754152775,0.875244737,-0.039296973,0.745440125,0.933287024,-0.056867238,0.73961556,0.973585069,-0.067020983,0.730935037,1.011443615,-0.073441453,0
0.751533389,0.700534344,-0.022990985,0.696866095,0.692690253,-0.034237266,0.6524719,0.687196553,-0.044165906,0.620968938,0.671498895,-0.054497819,0.667139649,0.79071331,-0.026076557,0.618929625,0.821086943,-0.042332944,0.588925302,0.841724753,-0.054677378,0.563362777,0.861133158,-0.064207576,0.683976352,0.831814706,-0.027528005,0.639466584,0.884037733,-0.042016789,0.611638129,0.916648269,-0.053474195,0.589571893,0.94558382,-0.06191304,0.710350275,0.856369555,-0.031469475,0.677564681,0.913839698,-0.047055773,0.655406296,0.95309484,-0.059875853,0.635354578,0.987060905,-0.068826325,0.744273186,0.867045641,-0.037538238,0.734858572,0.922004342,-0.054338966,0.728332162,0.96042943,-0.063737854,0.719927371,0.996449053,-0.069502242,0
0.745437324,0.695781767,-0.023684461,0.690752447,0.686890781,-0.035069548,0.646801114,0.680461347,-0.044979993,0.615551472,0.664225757,-0.055097125,0.660016477,0.78486681,-0.025762461,0.6122455,0.813410699,-0.042149104,0.581871688,0.833714306,-0.054700546,0.556474566,0.853045642,-0.064383738,0.676425219,0.825246632,-0.027191168,0.630695879,0.876495838,-0.042202316,0.602073133,0.909303963,-0.054244824,0.579737067,0.938642859,-0.062893286,0.702435493,0.848910868,-0.031227322,0.669357419,0.905671,-0.047785658,0.647074342,0.944877863,-0.061287247,0.627195001,0.979033172,-0.070395447,0.735925913,0.859301507,-0.037401721,0.724886656,0.913188934,-0.05496183,0.718246639,0.951204658,-0.064778626,0.709857643,0.98695457,-0.070700221,0
0.74001193,0.691410422,-0.022110825,0.686276853,0.682415128,-0.03339972,0.643229961,0.674993455,-0.043644574,0.612917483,0.658478379,-0.054254919,0.654713869,0.777408123,-0.025058547,0.608216524,0.806376278,-0.042104289,0.578139246,0.826269388,-0.055299792,0.55226326,0.84507829,-0.065443702,0.671001613,0.818163037,-0.02758937,0.625911415,0.869664431,-0.042939808,0.597622752,0.901995778,-0.055269878,0.5744192,0.931154847,-0.064273238,0.696894765,0.842382312,-0.032612436,0.663307488,0.898195028,-0.049170461,0.64060843,0.936359763,-0.062293407,0.620019555,0.969779015,-0.07126867,0.730373681,0.853559256,-0.039675552,0.718633652,0.907419741,-0.056834284,0.711642623,0.945125222,-0.066045709,0.7031793,0.980555654,-0.071673647,0
0.737085998,0.684197605,-0.02251344,0.683567822,0.673442066,-0.033582628,0.640648365,0.665858209,-0.043424368,0.610926569,0.649156988,-0.053525735,0.649779141,0.767982125,-0.024442993,0.602105498,0.793668091,-0.040794339,0.572105169,0.813097715,-0.053407531,0.54696697,0.831492186,-0.063120633,0.665664732,0.809495032,-0.026430486,0.620086133,0.859033823,-0.041314747,0.591423988,0.888818622,-0.053101458,0.567985475,0.915565848,-0.061595667,0.691247225,0.835018754,-0.030982083,0.657039583,0.88867569,-0.04718427,0.633564413,0.924718976,-0.059985619,0.61216408,0.956276417,-0.068663396,0.724455595,0.84761256,-0.037594981,0.711908877,0.899729133,-0.054548655,0.704087496,0.93641454,-0.063588321,0.694679558,0.97102946,-0.069003686,0
0.736620545,0.67700702,-0.021355424,0.683348,0.665078461,-0.031777579,0.64047569,0.656179607,-0.041232821,0.61104995,0.638841093,-0.051023975,0.648818254,0.757989585,-0.022501802,0.60128361,0.782500565,-0.038354848,0.571517587,0.800774753,-0.050752684,0.546656847,0.818021238,-0.060217381,0.663460553,0.799780726,-0.024764048,0.616911292,0.84674412,-0.038873695,0.587683916,0.875453115,-0.050320845,0.56420213,0.901090443,-0.058570858,0.688174188,0.826619923,-0.029566165,0.652900994,0.878220141,-0.044899311,0.629395425,0.912666559,-0.057338491,0.608322203,0.942592263,-0.065852419,0.720965981,0.840768218,-0.036352962,0.708048224,0.891400933,-0.052418269,0.700117826,0.927006245,-0.060917258,0.691027522,0.960303307,-0.066001751,0
0.736239195,0.666128218,-0.02049963,0.682662845,0.653514385,-0.030199848,0.640172362,0.644663572,-0.039128978,0.611456573,0.626345932,-0.048478983,0.646991849,0.744698346,-0.021335106,0.599293947,0.767853916,-0.036938328,0.569138229,0.784123421,-0.049153049,0.543536544,0.799270868,-0.05850672,0.660831928,0.786227763,-0.023908133,0.613911986,0.832634032,-0.037834782,0.584118187,0.859885275,-0.049331706,0.559701264,0.884058654,-0.057612833,0.684936941,0.813206017,-0.028976878,0.649478376,0.86432004,-0.04437656,0.626125753,0.897347271,-0.057121851,0.604933023,0.926056147,-0.065807141,0.717250109,0.827906549,-0.03594587,0.704040051,0.877704501,-0.052051097,0.696139157,0.911898553,-0.060790848,0.68670541,0.943955541,-0.06609112,0
0.735682249,0.655661941,-0.01972352,0.68274796,0.641686916,-0.029564044,0.640497863,0.630341291,-0.038786154,0.611873567,0.610972762,-0.048476297,0.644067109,0.72901684,-0.021482654,0.595372319,0.750677049,-0.037167151,0.565095067,0.766175449,-0.049408551,0.539133906,0.781099081,-0.058832221,0.657042325,0.771422386,-0.024483463,0.609211028,0.815248966,-0.038385574,0.579528511,0.841086268,-0.049784616,0.555031002,0.86416477,-0.05808622,0.680620849,0.799794436,-0.029840553,0.644235194,0.849344254,-0.045002561,0.620233357,0.881673574,-0.057306129,0.598403871,0.909434915,-0.065814003,0.712860823,0.815873921,-0.037044685,0.697775662,0.864817798,-0.052815367,0.688325703,0.898601174,-0.061111219,0.67740941,0.929672182,-0.066147491,0
0.7329458,0.641449451,-0.01857025,0.680856764,0.626544595,-0.027518237,0.638457835,0.613990247,-0.036121298,0.61032486,0.593628824,-0.045339901,0.639596403,0.711547554,-0.019545507,0.590333581,0.729428947,-0.03433203,0.559940338,0.743875146,-0.046290282,0.534136534,0.75923562,-0.055700608,0.652047336,0.753543913,-0.022915123,0.603313804,0.793823183,-0.036167536,0.573029697,0.819171488,-0.047480807,0.548592031,0.843248665,-0.056047171,0.674942374,0.782396793,-0.028636912,0.637488902,0.830046892,-0.043170735,0.612191141,0.862407923,-0.055478025,0.59018147,0.890538752,-0.064195178,0.706680596,0.800276339,-0.036192682,0.68922168,0.850354075,-0.051449969,0.677909851,0.884936035,-0.059882861,0.665582418,0.9164536,-0.065263875,0
0.729608893,0.634310544,-0.019743262,0.677522302,0.618534565,-0.029125471,0.636172473,0.60601145,-0.037814699,0.607807875,0.585244536,-0.046929691,0.636106789,0.702907026,-0.020920526,0.587061942,0.720568478,-0.036047257,0.556020975,0.734726667,-0.047998767,0.530021071,0.749340415,-0.057323746,0.647765696,0.744996011,-0.023646096,0.599123836,0.785456896,-0.037221991,0.569320261,0.810911,-0.048347171,0.545714676,0.834163249,-0.056556292,0.670060515,0.773438632,-0.028763959,0.63188237,0.819362819,-0.043522976,0.606233835,0.849827528,-0.055322658,0.583682775,0.876185536,-0.063560866,0.701417565,0.790997028,-0.035813123,0.683803737,0.839195728,-0.051295675,0.672232151,0.872769952,-0.059505265,0.659648538,0.903482735,-0.064546831,0
0.723976851,0.628475726,-0.019533828,0.672239482,0.611698508,-0.029243274,0.631400824,0.597262144,-0.038256671,0.603331506,0.575155616,-0.047805823,0.629296482,0.693828642,-0.02124369,0.580514669,0.710434794,-0.036309041,0.549777806,0.723538041,-0.048162349,0.523951173,0.73666203,-0.057424128,0.640508294,0.735182643,-0.024145698,0.59157753,0.773650169,-0.037657626,0.561716616,0.798077226,-0.048738841,0.537706375,0.820558667,-0.056939535,0.66262871,0.76376164,-0.029389473,0.622859657,0.808981299,-0.044231288,0.596463323,0.839974344,-0.056244556,0.572796464,0.86703825,-0.064679235,0.693984687,0.78200233,-0.036475092,0.675707996,0.830112934,-0.052292325,0.663704455,0.863546014,-0.060804356,0.650159955,0.894145131,-0.066077597,0
0.721183836,0.625977039,-0.020223709,0.670549691,0.607227683,-0.029980814,0.630149722,0.592002571,-0.038826447,0.602596939,0.569633901,-0.047947008,0.626695871,0.689774752,-0.02067567,0.578109086,0.704397798,-0.035792388,0.546922684,0.716073811,-0.047892783,0.520492911,0.728404164,-0.057306629,0.636641383,0.731654465,-0.023136701,0.586675465,0.768272758,-0.036627043,0.555901766,0.791167319,-0.047820598,0.530801237,0.812593937,-0.05603116,0.657669246,0.760631204,-0.028066086,0.618066311,0.803808689,-0.04278988,0.590908945,0.832849503,-0.054490194,0.566331327,0.85840559,-0.06253998,0.687954307,0.779244483,-0.03496423,0.669098556,0.827326,-0.050441332,0.656122684,0.860574663,-0.058595888,0.641768336,0.891121805,-0.063533381,0
0.721274137,0.626877904,-0.020442897,0.671745718,0.605769336,-0.03066669,0.631510019,0.587488472,-0.039958715,0.604994535,0.563428342,-0.049465749,0.626142085,0.68556422,-0.021553995,0.576761842,0.697467387,-0.036987986,0.545138121,0.707782447,-0.049181711,0.518417299,0.718972862,-0.058643352,0.634761333,0.728405297,-0.02399254,0.583802104,0.762679696,-0.037918545,0.552338481,0.785146892,-0.049176551,0.526624978,0.806178093,-0.057355985,0.654756725,0.758995473,-0.028878802,0.614272773,0.801479459,-0.043815229,0.587146163,0.829966843,-0.055481102,0.562650919,0.854531646,-0.063464679,0.684236467,0.779149771,-0.035743196,0.665178895,0.827148199,-0.051164147,0.651976347,0.860304832,-0.059283014,0.63726908,0.890237212,-0.064199485,0
0.725126326,0.631209195,-0.021426301,0.676738918,0.606006145,-0.032087803,0.636906385,0.583963335,-0.041618325,0.611337125,0.557223082,-0.05128298,0.628284454,0.685155213,-0.022116059,0.57828474,0.693096876,-0.03740197,0.546286583,0.700983763,-0.049640909,0.51915127,0.710297227,-0.059117913,0.63519001,0.729091465,-0.023947662,0.583118439,0.758959591,-0.037284046,0.551365495,0.779143035,-0.048206668,0.52523911,0.798509717,-0.056267358,0.653966606,0.761611521,-0.028299529,0.611863196,0.800856411,-0.04273368,0.584327579,0.827696323,-0.053982198,0.559418559,0.85111016,-0.061708223,0.682730079,0.783958435,-0.034719441,0.662079513,0.831256032,-0.04976498,0.648509622,0.863719881,-0.057429612,0.633446217,0.892984986,-0.06197967,0
0.728932083,0.643320739,-0.023819346,0.684282303,0.612306178,-0.036295213,0.646420479,0.585169971,-0.04709493,0.621702552,0.554290235,-0.057896785,0.630858004,0.685431004,-0.025411358,0.580429912,0.687524378,-0.042082686,0.547296047,0.692207217,-0.054866366,0.51909852,0.698413491,-0.064573653,0.634034455,0.729920805,-0.026491361,0.579393089,0.75414145,-0.041318983,0.545916617,0.77077812,-0.052582979,0.51751864,0.78678751,-0.06063601,0.650223911,0.764705539,-0.030246029,0.604726672,0.798658431,-0.046506688,0.574849427,0.82120949,-0.058160797,0.547410011,0.840460241,-0.065733619,0.676900804,0.790645719,-0.036144886,0.653629661,0.837462187,-0.052944411,0.637678564,0.869235992,-0.061308526,0.619352996,0.897419155,-0.066067249,0
0.729440093,0.652677953,-0.024264414,0.686433196,0.618273437,-0.036883183,0.650328875,0.588410199,-0.047832951,0.626663566,0.55711174,-0.058719981,0.628796458,0.687722921,-0.02549091,0.578515589,0.686619282,-0.042334236,0.545699596,0.688606024,-0.055354368,0.51734674,0.692198098,-0.065193355,0.630461752,0.732751012,-0.026410455,0.575438321,0.75158602,-0.041271206,0.541438222,0.764890671,-0.052873448,0.512165189,0.777778029,-0.061253075,0.645364702,0.768832207,-0.030056315,0.598697722,0.798324168,-0.046043433,0.568209648,0.818518996,-0.057642601,0.539838612,0.835223436,-0.065342121,0.671185136,0.796719074,-0.035946641,0.64595598,0.840808392,-0.052426491,0.628561318,0.870709181,-0.060717508,0.608637094,0.896489859,-0.065516084,0
0.725748241,0.662112415,-0.023416765,0.684651971,0.625684798,-0.035629969,0.650039971,0.593599916,-0.046365436,0.627944589,0.560620546,-0.056935143,0.624628663,0.689146221,-0.023479749,0.575139225,0.684054673,-0.039807539,0.542671084,0.683421314,-0.052526165,0.514448583,0.684500992,-0.062209733,0.624264836,0.732907355,-0.024462638,0.569705725,0.747784138,-0.038840197,0.535925448,0.758481383,-0.05002467,0.507004023,0.768874049,-0.058093563,0.637392163,0.769061625,-0.028206054,0.590289831,0.795065999,-0.043671828,0.55976975,0.812504888,-0.055020664,0.531230092,0.826299787,-0.06257382,0.661499739,0.797690094,-0.034185465,0.635990381,0.83910799,-0.050219432,0.618173063,0.867034376,-0.058519769,0.5977754,0.890574574,-0.063348174,0
0.725244761,0.661757469,-0.023482131,0.684225738,0.625190198,-0.034894206,0.649371684,0.593761027,-0.044687469,0.628093064,0.560961843,-0.054239608,0.622053325,0.68741256,-0.02291508,0.572388649,0.681663811,-0.038058776,0.540392637,0.680110633,-0.049881246,0.513048649,0.680689096,-0.058966413,0.621435046,0.73138988,-0.023474351,0.56626308,0.745236874,-0.036663372,0.532823503,0.754829288,-0.047092631,0.505262196,0.764380276,-0.054630045,0.634099901,0.767554939,-0.026802329,0.586756527,0.792303443,-0.041344311,0.555924177,0.808926046,-0.052468535,0.528076708,0.822413683,-0.059915893,0.657873809,0.79653132,-0.032365594,0.630956471,0.836579621,-0.047842115,0.612675428,0.863968134,-0.055973448,0.592783213,0.88728559,-0.060687769,0
0.716563046,0.668134093,-0.020756438,0.67894578,0.625310183,-0.032144334,0.647985697,0.589718044,-0.042485304,0.629449427,0.554711878,-0.052865546,0.616202772,0.679387808,-0.021018514,0.56692344,0.667642057,-0.036172353,0.535932958,0.661817551,-0.048205324,0.508677363,0.658244789,-0.057303328,0.613134921,0.721735597,-0.022456244,0.558650017,0.728233039,-0.035511527,0.523966491,0.732591271,-0.046329692,0.494630486,0.737659156,-0.054470398,0.622926831,0.759222567,-0.026431588,0.572948933,0.778154314,-0.040611241,0.541830659,0.791032255,-0.05209107,0.514656901,0.800525188,-0.059870478,0.643369377,0.791283309,-0.032392304,0.612931907,0.827318788,-0.047580723,0.592425704,0.852060199,-0.056147669,0.571136892,0.872760713,-0.061260775,0
0.712143779,0.675219655,-0.021497916,0.677901387,0.629886091,-0.032888517,0.649263382,0.591735542,-0.042902455,0.632289946,0.556112468,-0.052753605,0.611094058,0.679237723,-0.02158585,0.564289689,0.661445975,-0.036236234,0.533898354,0.65195781,-0.047914609,0.507318974,0.64519453,-0.056822658,0.605109453,0.720050216,-0.022584649,0.550842464,0.719268382,-0.035201039,0.517007649,0.719232321,-0.045310583,0.488826632,0.719933033,-0.052924685,0.6124506,0.757698715,-0.026157113,0.561714768,0.768712163,-0.040359985,0.530478477,0.776752889,-0.051348399,0.503195584,0.781879961,-0.058745436,0.631250083,0.791632473,-0.03173212,0.598382473,0.823930085,-0.047221385,0.576925755,0.846365809,-0.055592362,0.55478251,0.86427784,-0.060505193,0
